Time / ns,TotEng / Kcal mole⁻¹,KinEng / Kcal mole⁻¹,PotEng / Kcal mole⁻¹,Enthalpy / Kcal mole⁻¹,Temp / K,Press / atm,Volume / Å³,Density / g cm⁻¹
0.0,1082195.2,0.0,1082195.2,2681988.6,0.0,1187880.3,92345.414,0.97759729
0.005,-33681.328,0.0,-33681.328,-35123.863,0.0,-1071.1126,92345.414,0.97759729
0.01,-33793.788,0.0,-33793.788,-35252.133,0.0,-1082.8517,92345.414,0.97759729
0.01218,-33801.647,0.0,-33801.647,-35247.899,0.0,-1073.8726,92345.414,0.97759729
0.00141,-30817.702,1468.7198,-32286.422,-30790.656,163.20804,20.082263,92345.414,0.97759729
0.00391,-29847.332,1942.1505,-31789.483,-30698.724,215.81691,-632.17599,92345.414,0.97759729
0.00641,-29009.685,2286.0271,-31295.713,-30139.769,254.02938,-839.11115,92345.414,0.97759729
0.00891,-28415.085,2419.9986,-30835.084,-29382.669,268.91665,-718.45103,92345.414,0.97759729
0.01141,-28125.758,2507.4253,-30633.183,-29572.72,278.63174,-1074.3994,92345.414,0.97759729
0.01391,-28098.911,2503.2357,-30602.147,-29159.046,278.16618,-787.17279,92345.414,0.97759729
0.01641,-28060.721,2504.0819,-30564.803,-29431.628,278.26021,-1017.9272,92345.414,0.97759729
0.01891,-28126.528,2454.0473,-30580.575,-29265.035,272.70024,-845.36569,92345.414,0.97759729
0.02141,-28009.053,2465.6049,-30474.658,-28811.594,273.98455,-595.90323,92345.414,0.97759729
0.02391,-28061.41,2448.2749,-30509.684,-29366.286,272.0588,-968.89839,92345.414,0.97759729
0.02641,-28122.578,2471.9454,-30594.524,-29491.586,274.68912,-1016.5166,92345.414,0.97759729
0.02891,-28017.698,2527.4489,-30545.147,-29733.068,280.85682,-1273.6979,92345.414,0.97759729
0.03141,-27990.097,2467.0215,-30457.118,-29399.301,274.14197,-1046.364,92345.414,0.97759729
0.03391,-28136.105,2370.3442,-30506.449,-29485.663,263.39892,-1002.0751,92345.414,0.97759729
0.03641,-28132.185,2447.2341,-30579.419,-29829.315,271.94313,-1260.1545,92345.414,0.97759729
0.03891,-28018.974,2481.3012,-30500.275,-29358.571,275.72876,-994.67929,92345.414,0.97759729
0.04141,-28027.543,2482.7643,-30510.307,-29485.747,275.89134,-1082.7478,92345.414,0.97759729
0.04391,-28059.105,2470.4204,-30529.526,-29178.467,274.51966,-831.14963,92345.414,0.97759729
0.04641,-28030.556,2478.2644,-30508.821,-29525.046,275.39131,-1109.6897,92345.414,0.97759729
0.04891,-27990.663,2485.7457,-30476.408,-29580.498,276.22265,-1180.4863,92345.414,0.97759729
0.05141,-28031.112,2499.1042,-30530.216,-29407.193,277.70708,-1021.7686,92345.414,0.97759729
0.05391,-28110.007,2501.7017,-30611.709,-29232.803,277.99571,-833.69965,92345.414,0.97759729
0.05641,-28120.435,2512.6129,-30633.048,-29870.107,279.2082,-1299.1685,92345.414,0.97759729
0.05891,-28011.36,2518.389,-30529.749,-29266.925,279.85006,-932.28402,92345.414,0.97759729
0.06141,-28042.881,2478.0153,-30520.896,-29270.205,275.36363,-911.31387,92345.414,0.97759729
0.06391,-28065.929,2450.6007,-30516.53,-29560.796,272.31724,-1109.9705,92345.414,0.97759729
0.06641,-27990.78,2503.3076,-30494.088,-29420.748,278.17417,-1061.7815,92345.414,0.97759729
0.06891,-28068.724,2446.8867,-30515.611,-29367.378,271.90453,-964.27778,92345.414,0.97759729
0.07141,-27999.791,2484.6232,-30484.414,-29641.912,276.09792,-1219.3095,92345.414,0.97759729
0.07391,-28009.866,2493.4593,-30503.326,-29805.904,277.0798,-1333.5954,92345.414,0.97759729
0.07641,-28049.84,2432.7674,-30482.608,-29017.985,270.33555,-718.86805,92345.414,0.97759729
0.07891,-28044.409,2507.4889,-30551.898,-29086.511,278.6388,-773.78258,92345.414,0.97759729
0.08141,-28171.405,2438.7726,-30610.178,-29454.477,271.00287,-952.70743,92345.414,0.97759729
0.08391,-28117.717,2438.6902,-30556.408,-29227.903,270.99372,-824.33584,92345.414,0.97759729
0.08641,-28040.305,2445.1669,-30485.472,-29135.017,271.71343,-812.84648,92345.414,0.97759729
0.08891,-28083.096,2456.0338,-30539.13,-29793.187,272.92098,-1269.7781,92345.414,0.97759729
0.09141,-28075.24,2481.7576,-30556.997,-29321.644,275.77947,-925.48097,92345.414,0.97759729
0.09391,-27950.011,2495.2806,-30445.291,-29348.029,277.28219,-1038.0581,92345.414,0.97759729
0.09641,-27974.992,2483.2058,-30458.197,-29212.716,275.94041,-919.03664,92345.414,0.97759729
0.09891,-28041.072,2496.3655,-30537.437,-29349.943,277.40275,-971.86467,92345.414,0.97759729
0.10141,-28074.95,2465.1098,-30540.06,-28786.397,273.92953,-528.26439,92345.414,0.97759729
0.10391,-27995.813,2483.6552,-30479.469,-29576.533,275.99034,-1173.7177,92345.414,0.97759729
0.10641,-28092.736,2413.8859,-30506.622,-29458.111,268.2374,-1013.8197,92345.414,0.97759729
0.10891,-28013.959,2444.8575,-30458.817,-29575.803,271.67904,-1159.702,92345.414,0.97759729
0.11141,-28067.523,2423.3087,-30490.831,-29417.56,269.28448,-1002.4314,92345.414,0.97759729
0.11391,-28019.018,2482.9573,-30501.975,-29569.589,275.9128,-1151.3315,92345.414,0.97759729
0.11641,-28054.247,2480.2442,-30534.491,-29047.683,275.6113,-737.64723,92345.414,0.97759729
0.11891,-28103.467,2445.4118,-30548.879,-29623.749,271.74064,-1128.8414,92345.414,0.97759729
0.12141,-27943.107,2549.3908,-30492.498,-29424.753,283.29506,-1100.1533,92345.414,0.97759729
0.12391,-27977.419,2490.2827,-30467.702,-29566.877,276.72681,-1180.2058,92345.414,0.97759729
0.125,-27991.492,2491.5224,-30483.015,-29531.433,276.86457,-1143.4388,92345.414,0.97759729
0.39,-27991.951,2488.1268,-30480.078,-29226.954,276.48724,-917.01542,92345.414,0.97759729
0.395,-27950.746,2512.3602,-30463.106,-29453.544,279.18012,-1115.8592,92345.414,0.97759729
0.4,-28009.054,2514.0997,-30523.154,-29151.891,279.37342,-848.58001,92345.414,0.97759729
0.405,-27930.922,2515.7082,-30446.63,-29360.168,279.55216,-1061.2449,92345.414,0.97759729
0.41,-28041.959,2422.347,-30464.306,-29504.315,269.17761,-1085.8302,92345.414,0.97759729
0.415,-27927.522,2488.7227,-30416.244,-28776.741,276.55346,-630.56346,92345.414,0.97759729
0.42,-28018.055,2465.2296,-30483.284,-29272.043,273.94285,-931.11266,92345.414,0.97759729
0.425,-27957.924,2463.3626,-30421.287,-29338.577,273.73538,-1025.1638,92345.414,0.97759729
0.43,-27896.292,2527.3402,-30423.632,-29292.751,280.84474,-1036.9001,92345.414,0.97759729
0.435,-28058.619,2482.7984,-30541.417,-29772.259,275.89514,-1272.4142,92345.414,0.97759729
0.44,-28050.546,2492.7263,-30543.272,-29000.937,276.99835,-705.68533,92345.414,0.97759729
0.445,-28067.389,2430.6856,-30498.075,-28934.438,270.10422,-643.80249,92345.414,0.97759729
0.45,-27970.317,2471.3946,-30441.712,-29120.915,274.62792,-854.34347,92345.414,0.97759729
0.455,-28012.808,2540.2839,-30553.092,-28815.883,282.28307,-596.30072,92345.414,0.97759729
0.46,-27975.2,2470.8276,-30446.028,-29487.814,274.56491,-1123.1479,92345.414,0.97759729
0.465,-28025.696,2440.403,-30466.099,-29200.841,271.18405,-872.57057,92345.414,0.97759729
0.47,-28102.197,2429.3188,-30531.516,-29057.573,269.95233,-709.38627,92345.414,0.97759729
0.475,-28053.646,2467.2175,-30520.863,-29765.188,274.16374,-1270.8561,92345.414,0.97759729
0.48,-28040.751,2465.5827,-30506.334,-28877.339,273.98208,-621.1838,92345.414,0.97759729
0.485,-28001.804,2450.5407,-30452.345,-29515.947,272.31058,-1124.2827,92345.414,0.97759729
0.49,-27901.677,2527.0357,-30428.713,-29256.331,280.8109,-1005.8585,92345.414,0.97759729
0.495,-28031.894,2497.134,-30529.028,-29249.112,277.48815,-903.81034,92345.414,0.97759729
0.5,-27969.406,2473.8422,-30443.248,-29581.091,274.8999,-1196.7105,92345.414,0.97759729
0.505,-27973.039,2515.0212,-30488.06,-29333.625,279.47581,-1010.2639,92345.414,0.97759729
0.51,-27992.831,2489.9629,-30482.794,-29658.523,276.69128,-1236.8117,92345.414,0.97759729
0.515,-27906.986,2459.4986,-30366.484,-29718.576,273.306,-1345.1437,92345.414,0.97759729
0.52,-28136.948,2407.8536,-30544.801,-29511.52,267.56707,-1020.6488,92345.414,0.97759729
0.525,-28035.075,2466.0278,-30501.103,-29358.199,274.03154,-982.44706,92345.414,0.97759729
0.53,-28001.641,2494.0478,-30495.689,-29089.39,277.1452,-807.67638,92345.414,0.97759729
0.535,-28101.973,2420.1964,-30522.169,-29248.253,268.93864,-851.13755,92345.414,0.97759729
0.54,-27875.381,2527.5853,-30402.966,-29517.297,280.87198,-1219.1576,92345.414,0.97759729
0.545,-28104.468,2501.092,-30605.56,-28921.438,277.92797,-606.6172,92345.414,0.97759729
0.55,-28042.778,2487.4192,-30530.197,-29474.613,276.40862,-1063.1678,92345.414,0.97759729
0.555,-28019.633,2444.9212,-30464.555,-29844.766,271.68612,-1355.1991,92345.414,0.97759729
0.56,-27936.923,2451.0948,-30388.017,-28840.949,272.37215,-671.2583,92345.414,0.97759729
0.565,-28051.546,2474.1121,-30525.658,-29063.225,274.92989,-751.19343,92345.414,0.97759729
0.57,-28015.434,2365.0306,-30380.464,-29467.327,262.80847,-1078.0613,92345.414,0.97759729
0.575,-27925.882,2490.1687,-30416.051,-28856.511,276.71415,-691.01188,92345.414,0.97759729
