0.0,2680077.2
0.005,-35297.219
0.00593,-35278.87
0.002035,-31215.776
0.004535,-30432.377
0.007035,-29634.783
0.009535,-29943.783
0.012035,-29987.897
0.014535,-29382.906
0.017035,-29437.043
0.019535,-29654.643
0.022035,-29588.629
0.024535,-30098.669
0.027035,-29927.703
0.029535,-29671.796
0.032035,-29747.905
0.034535,-29475.483
0.037035,-29775.533
0.039535,-29663.578
0.042035,-29525.03
0.044535,-29451.464
0.047035,-29961.55
0.049535,-30198.404
0.052035,-29678.676
0.054535,-29690.66
0.057035,-29924.059
0.059535,-29546.715
0.062035,-29782.834
0.064535,-29464.185
0.067035,-30300.425
0.069535,-30072.527
0.072035,-29551.743
0.074535,-29990.044
0.077035,-29433.828
0.079535,-30268.203
0.082035,-29971.526
0.084535,-29755.975
0.087035,-29468.903
0.089535,-30214.574
0.092035,-29665.312
0.094535,-29628.196
0.097035,-30319.414
0.099535,-29907.216
0.102035,-29990.152
0.104535,-29416.502
0.107035,-29662.417
0.109535,-29148.478
0.112035,-29667.688
0.114535,-29442.854
0.117035,-29867.887
0.119535,-30218.127
0.122035,-29910.773
0.124535,-29112.964
0.125,-29914.679
0.385,-29426.966
0.39,-29910.471
0.395,-29870.464
0.4,-30118.76
0.405,-29480.076
0.41,-29421.316
0.415,-29987.618
0.42,-29315.41
0.425,-29753.523
0.43,-29827.034
0.435,-30088.716
0.44,-29762.26
0.445,-30000.362
0.45,-29070.359
0.455,-29728.452
0.46,-30270.439
0.465,-29670.2
0.47,-29180.357
0.475,-29883.735
0.48,-29791.791
0.485,-29994.787
0.49,-29920.933
0.495,-28848.078
0.5,-29435.116
0.505,-29989.493
0.51,-29506.005
0.515,-29463.533
0.52,-30205.068
0.525,-30030.781
0.53,-29633.655
0.535,-30134.004
0.54,-29603.807
0.545,-29369.849
0.55,-29535.711
0.555,-30024.533
0.56,-29285.946
0.565,-29853.305
0.57,-29953.633
0.575,-29769.381
0.58,-29647.036
0.585,-29420.115
0.59,-29839.52
0.595,-29552.107
0.6,-29683.606
0.605,-29763.585
0.61,-29805.334
0.615,-29275.059
0.62,-30010.768
0.625,-29673.011
0.63,-29341.523
0.635,-29805.151
0.64,-29551.653
0.645,-29277.358
0.65,-29674.787
0.655,-29382.087
0.66,-29938.11
0.665,-29567.1
0.67,-29698.06
0.675,-30136.14
0.68,-29399.085
0.685,-29727.078
0.69,-29933.048
0.695,-29341.879
0.7,-29112.796
0.705,-29272.725
0.71,-29615.929
0.715,-29655.039
0.72,-29643.604
0.725,-29220.154
0.73,-29531.382
0.735,-29738.516
0.74,-30090.001
0.745,-29397.886
0.75,-29613.022
0.755,-29646.743
0.76,-30224.315
0.765,-29703.996
0.77,-29546.963
0.775,-29806.025
0.78,-29729.19
0.785,-30033.355
0.79,-29521.817
0.795,-30153.499
0.8,-29539.842
0.805,-29468.176
0.81,-29837.073
0.815,-29683.689
0.82,-29504.74
0.825,-29649.841
0.83,-29886.419
0.835,-29751.523
0.84,-29552.493
0.845,-30261.537
0.85,-29359.924
0.855,-29471.843
0.86,-30192.834
0.865,-29347.47
0.87,-29745.896
0.875,-30130.872
0.88,-29691.316
0.885,-29374.261
0.89,-30143.419
0.895,-29801.102
0.9,-29371.781
0.905,-29973.006
0.91,-29904.158
0.915,-29737.146
0.92,-29232.218
0.925,-30056.199
0.93,-29849.638
0.935,-29896.044
0.94,-30048.037
0.945,-29727.865
0.95,-29493.789
0.955,-29622.381
0.96,-29879.962
0.965,-29375.656
0.97,-30006.868
0.975,-29555.685
0.98,-29768.348
0.985,-29888.292
0.99,-29352.271
0.995,-29586.595
1.0,-30054.29
1.005,-29584.116
1.01,-29650.144
1.015,-29623.913
1.02,-30361.216
1.025,-30208.974
1.03,-29485.351
1.035,-30261.361
1.04,-29732.976
1.045,-29566.402
1.05,-29459.282
1.055,-29835.321
1.06,-30315.012
1.065,-29839.957
1.07,-29796.785
1.075,-29969.507
1.08,-29949.046
1.085,-29713.887
1.09,-29755.594
1.095,-29867.713
1.1,-29392.717
1.105,-29842.32
1.11,-29808.684
1.115,-29987.758
1.12,-29852.21
1.125,-30160.816
1.13,-29822.072
1.135,-29897.823
1.14,-30123.719
1.145,-29683.945
1.15,-29666.521
1.155,-29638.282
1.16,-29712.191
1.165,-29859.16
1.17,-29404.559
1.175,-29912.323
1.18,-29714.891
1.185,-29503.291
1.19,-29390.281
1.195,-29581.119
