0.0,0.0
0.005,0.0
0.00593,0.0
0.002035,179.33616
0.004535,233.02854
0.007035,250.66533
0.009535,271.83757
0.012035,275.77996
0.014535,280.71774
0.017035,276.93736
0.019535,271.54384
0.022035,280.1648
0.024535,278.14076
0.027035,274.68939
0.029535,276.75285
0.032035,275.33048
0.034535,267.54375
0.037035,277.61327
0.039535,278.98811
0.042035,279.75559
0.044535,280.48911
0.047035,272.03574
0.049535,272.66259
0.052035,280.66376
0.054535,277.8113
0.057035,277.80844
0.059535,279.34641
0.062035,278.77688
0.064535,272.74282
0.067035,269.54965
0.069535,272.59101
0.072035,273.70412
0.074535,270.02104
0.077035,274.60517
0.079535,273.63858
0.082035,272.27893
0.084535,274.80941
0.087035,283.92908
0.089535,273.33684
0.092035,273.69401
0.094535,281.25063
0.097035,275.45305
0.099535,274.17635
0.102035,272.45571
0.104535,272.18016
0.107035,273.99644
0.109535,281.23801
0.112035,275.93688
0.114535,273.98883
0.117035,277.04109
0.119535,277.5941
0.122035,270.30933
0.124535,274.98576
0.125,277.8695
0.385,280.7362
0.39,279.24684
0.395,275.35866
0.4,276.49867
0.405,271.46702
0.41,275.53065
0.415,274.36966
0.42,274.58959
0.425,275.48648
0.43,272.95584
0.435,270.65825
0.44,274.5967
0.445,282.31145
0.45,275.12584
0.455,276.32604
0.46,275.13184
0.465,277.67114
0.47,280.18284
0.475,265.31327
0.48,270.59518
0.485,273.91682
0.49,276.81489
0.495,278.78686
0.5,271.41351
0.505,279.50744
0.51,267.99869
0.515,280.43367
0.52,276.20848
0.525,272.42048
0.53,265.29135
0.535,278.00673
0.54,271.74527
0.545,287.01305
0.55,275.15939
0.555,273.09885
0.56,270.2848
0.565,279.08179
0.57,278.05275
0.575,268.54707
0.58,283.11624
0.585,278.76462
0.59,274.90556
0.595,273.61155
0.6,271.71834
0.605,268.8749
0.61,272.47516
0.615,275.06894
0.62,269.67862
0.625,273.03107
0.63,280.29467
0.635,277.85605
0.64,280.45789
0.645,276.29393
0.65,277.50415
0.655,276.6182
0.66,273.74475
0.665,276.92247
0.67,283.01932
0.675,268.70434
0.68,275.70586
0.685,272.76614
0.69,270.62429
0.695,279.23404
0.7,274.29366
0.705,285.20504
0.71,279.13412
0.715,270.62206
0.72,273.25283
0.725,275.79264
0.73,284.60787
0.735,274.51205
0.74,268.70248
0.745,284.34615
0.75,273.78804
0.755,269.82069
0.76,273.33729
0.765,280.42324
0.77,275.00142
0.775,271.80945
0.78,279.94402
0.785,270.03438
0.79,280.14294
0.795,272.80741
0.8,273.92055
0.805,278.36354
0.81,275.95488
0.815,278.83739
0.82,272.28816
0.825,278.16396
0.83,273.22924
0.835,277.48495
0.84,277.44131
0.845,268.67678
0.85,279.27116
0.855,272.00341
0.86,273.84623
0.865,272.04875
0.87,280.67178
0.875,267.70285
0.88,277.61045
0.885,279.22114
0.89,277.43559
0.895,272.41089
0.9,269.99348
0.905,266.65646
0.91,280.68449
0.915,279.79526
0.92,279.08914
0.925,277.65649
0.93,273.55641
0.935,280.97531
0.94,274.56956
0.945,275.98351
0.95,281.91262
0.955,275.98871
0.96,269.14645
0.965,272.48311
0.97,274.54689
0.975,277.5621
0.98,275.4728
0.985,266.29676
0.99,270.06421
0.995,280.40891
1.0,273.86842
1.005,279.28379
1.01,276.68121
1.015,269.07601
1.02,274.15462
1.025,267.92276
1.03,278.91018
1.035,274.83624
1.04,282.80554
1.045,272.95119
1.05,279.20544
1.055,277.66221
1.06,270.52575
1.065,275.21696
1.07,276.54005
1.075,273.36133
1.08,272.77089
1.085,279.76778
1.09,281.11466
1.095,271.24672
1.1,270.35825
1.105,275.55678
1.11,269.9861
1.115,270.60691
1.12,274.81476
1.125,271.98097
1.13,279.29496
1.135,275.78009
1.14,275.40107
1.145,276.86743
1.15,274.5716
1.155,280.13719
1.16,275.09348
1.165,276.47145
1.17,273.59983
1.175,273.73971
1.18,277.80453
1.185,277.42032
1.19,273.63914
1.195,280.67638
1.2,270.00112
1.205,272.37878
1.21,277.16175
1.215,281.59925
1.22,274.25676
1.225,275.18014
1.23,279.47736
1.235,270.51362
1.24,274.71917
1.245,279.88375
1.25,278.47976
1.255,276.43833
1.26,276.54898
1.265,269.19446
1.27,280.24685
1.275,267.08221
1.28,271.76993
1.285,270.87266
1.29,276.9877
1.295,281.17965
1.3,268.0666
1.305,280.77578
1.31,275.00414
1.315,277.4557
1.32,274.83174
1.325,271.77337
1.33,266.66482
1.335,278.16709
1.34,274.23809
1.345,274.27841
1.35,272.69224
1.355,274.15862
1.36,274.38388
1.365,273.66245
1.37,276.44483
1.375,269.445
1.38,274.58673
1.385,271.19496
1.39,270.01982
1.395,273.74876
1.4,268.16036
1.405,277.98001
1.41,277.04577
1.415,272.13813
1.42,283.12306
1.425,278.30096
1.43,278.32287
1.435,270.38915
1.44,276.80193
1.445,282.24637
1.45,277.8853
1.455,275.44717
1.46,270.09053
1.465,275.632
1.47,281.52011
1.475,274.59325
1.48,278.14254
1.485,272.35937
1.49,276.34583
1.495,278.04954
1.5,274.49192
1.505,286.28002
1.51,271.76706
1.515,268.19285
1.52,277.43259
1.525,271.94687
1.53,282.29835
1.535,270.66608
1.54,266.47328
1.545,273.6467
1.55,280.88759
1.555,274.84846
1.56,277.47444
1.565,276.03466
1.57,272.56326
1.575,274.10725
1.58,275.61682
1.585,268.88734
1.59,273.01637
1.595,278.83816
1.6,272.91597
1.605,277.84683
1.61,278.14636
1.615,279.58802
1.62,262.1858
1.625,266.1179
1.63,278.18005
1.635,270.1303
1.64,272.16659
1.645,275.42939
1.65,275.36676
1.655,281.80857
1.66,271.863
1.665,280.06706
1.67,278.8229
1.675,273.40148
1.68,276.90392
1.685,272.96447
1.69,271.93255
1.695,277.18948
1.7,276.77049
1.705,275.14665
1.71,274.13998
1.715,269.99174
1.72,268.89985
1.725,275.73628
1.73,274.34492
1.735,276.59391
1.74,278.83841
1.745,278.10706
1.75,271.40405
1.755,272.20894
1.76,268.72895
1.765,269.65083
1.77,276.16878
1.775,282.15733
1.78,272.78096
1.785,270.8701
1.79,269.94438
1.795,272.45985
1.8,276.97685
1.805,269.97383
1.81,275.06252
1.815,271.45207
1.82,273.41704
1.825,275.76588
1.83,270.49708
1.835,280.82189
1.84,270.4742
1.845,271.62316
1.85,270.20116
1.855,271.31989
1.86,273.22389
1.865,268.96844
1.87,272.17547
1.875,272.0996
1.88,272.7677
1.885,277.80008
1.89,274.18793
1.895,275.49141
1.9,272.79034
1.905,267.51713
1.91,272.29704
1.915,275.34341
1.92,273.3059
1.925,273.66694
1.93,276.89869
1.935,278.53994
1.94,267.79108
