LAMMPS Description

     3375  atoms
     0  bonds
     0  angles
     0  dihedrals
     0  impropers

     2  atom types

  0.000000 48.000 xlo xhi
  0.000000 48.000 ylo yhi
  0.000000 48.000 zlo zhi

Masses

2 15.999400  # OH
1 15.999400  # mW

Atoms  # atomic

1 1 0.0 0.0 0.0
2 1 4.0 0.0 0.0
3 1 8.0 0.0 0.0
4 1 12.0 0.0 0.0
5 1 16.0 0.0 0.0
6 1 20.0 0.0 0.0
7 1 24.0 0.0 0.0
8 1 28.0 0.0 0.0
9 1 32.0 0.0 0.0
10 1 36.0 0.0 0.0
11 1 40.0 0.0 0.0
12 1 44.0 0.0 0.0
13 1 48.0 0.0 0.0
14 1 0.0 4.0 0.0
15 1 4.0 4.0 0.0
16 1 8.0 4.0 0.0
17 1 12.0 4.0 0.0
18 1 16.0 4.0 0.0
19 1 20.0 4.0 0.0
20 1 24.0 4.0 0.0
21 1 28.0 4.0 0.0
22 1 32.0 4.0 0.0
23 1 36.0 4.0 0.0
24 1 40.0 4.0 0.0
25 1 44.0 4.0 0.0
26 1 48.0 4.0 0.0
27 1 0.0 8.0 0.0
28 1 4.0 8.0 0.0
29 1 8.0 8.0 0.0
30 1 12.0 8.0 0.0
31 1 16.0 8.0 0.0
32 1 20.0 8.0 0.0
33 1 24.0 8.0 0.0
34 1 28.0 8.0 0.0
35 1 32.0 8.0 0.0
36 1 36.0 8.0 0.0
37 1 40.0 8.0 0.0
38 1 44.0 8.0 0.0
39 1 48.0 8.0 0.0
40 1 0.0 12.0 0.0
41 1 4.0 12.0 0.0
42 1 8.0 12.0 0.0
43 1 12.0 12.0 0.0
44 1 16.0 12.0 0.0
45 1 20.0 12.0 0.0
46 1 24.0 12.0 0.0
47 1 28.0 12.0 0.0
48 1 32.0 12.0 0.0
49 1 36.0 12.0 0.0
50 1 40.0 12.0 0.0
51 1 44.0 12.0 0.0
52 1 48.0 12.0 0.0
53 1 0.0 16.0 0.0
54 1 4.0 16.0 0.0
55 1 8.0 16.0 0.0
56 1 12.0 16.0 0.0
57 1 16.0 16.0 0.0
58 1 20.0 16.0 0.0
59 1 24.0 16.0 0.0
60 1 28.0 16.0 0.0
61 1 32.0 16.0 0.0
62 1 36.0 16.0 0.0
63 1 40.0 16.0 0.0
64 1 44.0 16.0 0.0
65 1 48.0 16.0 0.0
66 1 0.0 20.0 0.0
67 1 4.0 20.0 0.0
68 1 8.0 20.0 0.0
69 1 12.0 20.0 0.0
70 1 16.0 20.0 0.0
71 1 20.0 20.0 0.0
72 1 24.0 20.0 0.0
73 1 28.0 20.0 0.0
74 1 32.0 20.0 0.0
75 1 36.0 20.0 0.0
76 1 40.0 20.0 0.0
77 1 44.0 20.0 0.0
78 1 48.0 20.0 0.0
79 1 0.0 24.0 0.0
80 1 4.0 24.0 0.0
81 1 8.0 24.0 0.0
82 1 12.0 24.0 0.0
83 1 16.0 24.0 0.0
84 1 20.0 24.0 0.0
85 1 24.0 24.0 0.0
86 1 28.0 24.0 0.0
87 1 32.0 24.0 0.0
88 1 36.0 24.0 0.0
89 1 40.0 24.0 0.0
90 1 44.0 24.0 0.0
91 1 48.0 24.0 0.0
92 1 0.0 28.0 0.0
93 1 4.0 28.0 0.0
94 1 8.0 28.0 0.0
95 1 12.0 28.0 0.0
96 1 16.0 28.0 0.0
97 1 20.0 28.0 0.0
98 1 24.0 28.0 0.0
99 1 28.0 28.0 0.0
100 1 32.0 28.0 0.0
101 1 36.0 28.0 0.0
102 1 40.0 28.0 0.0
103 1 44.0 28.0 0.0
104 1 48.0 28.0 0.0
105 1 0.0 32.0 0.0
106 1 4.0 32.0 0.0
107 1 8.0 32.0 0.0
108 1 12.0 32.0 0.0
109 1 16.0 32.0 0.0
110 1 20.0 32.0 0.0
111 1 24.0 32.0 0.0
112 1 28.0 32.0 0.0
113 1 32.0 32.0 0.0
114 1 36.0 32.0 0.0
115 1 40.0 32.0 0.0
116 1 44.0 32.0 0.0
117 1 48.0 32.0 0.0
118 1 0.0 36.0 0.0
119 1 4.0 36.0 0.0
120 1 8.0 36.0 0.0
121 1 12.0 36.0 0.0
122 1 16.0 36.0 0.0
123 1 20.0 36.0 0.0
124 1 24.0 36.0 0.0
125 1 28.0 36.0 0.0
126 1 32.0 36.0 0.0
127 1 36.0 36.0 0.0
128 1 40.0 36.0 0.0
129 1 44.0 36.0 0.0
130 1 48.0 36.0 0.0
131 1 0.0 40.0 0.0
132 1 4.0 40.0 0.0
133 1 8.0 40.0 0.0
134 1 12.0 40.0 0.0
135 1 16.0 40.0 0.0
136 1 20.0 40.0 0.0
137 1 24.0 40.0 0.0
138 1 28.0 40.0 0.0
139 1 32.0 40.0 0.0
140 1 36.0 40.0 0.0
141 1 40.0 40.0 0.0
142 1 44.0 40.0 0.0
143 1 48.0 40.0 0.0
144 1 0.0 44.0 0.0
145 1 4.0 44.0 0.0
146 1 8.0 44.0 0.0
147 1 12.0 44.0 0.0
148 1 16.0 44.0 0.0
149 1 20.0 44.0 0.0
150 1 24.0 44.0 0.0
151 1 28.0 44.0 0.0
152 1 32.0 44.0 0.0
153 1 36.0 44.0 0.0
154 1 40.0 44.0 0.0
155 1 44.0 44.0 0.0
156 1 48.0 44.0 0.0
157 1 0.0 48.0 0.0
158 1 4.0 48.0 0.0
159 1 8.0 48.0 0.0
160 1 12.0 48.0 0.0
161 1 16.0 48.0 0.0
162 1 20.0 48.0 0.0
163 1 24.0 48.0 0.0
164 1 28.0 48.0 0.0
165 1 32.0 48.0 0.0
166 1 36.0 48.0 0.0
167 1 40.0 48.0 0.0
168 1 44.0 48.0 0.0
169 1 48.0 48.0 0.0
170 1 0.0 0.0 4.0
171 1 4.0 0.0 4.0
172 1 8.0 0.0 4.0
173 1 12.0 0.0 4.0
174 1 16.0 0.0 4.0
175 1 20.0 0.0 4.0
176 1 24.0 0.0 4.0
177 1 28.0 0.0 4.0
178 1 32.0 0.0 4.0
179 1 36.0 0.0 4.0
180 1 40.0 0.0 4.0
181 1 44.0 0.0 4.0
182 1 48.0 0.0 4.0
183 1 0.0 4.0 4.0
184 1 4.0 4.0 4.0
185 1 8.0 4.0 4.0
186 1 12.0 4.0 4.0
187 1 16.0 4.0 4.0
188 1 20.0 4.0 4.0
189 1 24.0 4.0 4.0
190 1 28.0 4.0 4.0
191 1 32.0 4.0 4.0
192 1 36.0 4.0 4.0
193 1 40.0 4.0 4.0
194 1 44.0 4.0 4.0
195 1 48.0 4.0 4.0
196 1 0.0 8.0 4.0
197 1 4.0 8.0 4.0
198 1 8.0 8.0 4.0
199 1 12.0 8.0 4.0
200 1 16.0 8.0 4.0
201 1 20.0 8.0 4.0
202 1 24.0 8.0 4.0
203 1 28.0 8.0 4.0
204 1 32.0 8.0 4.0
205 1 36.0 8.0 4.0
206 1 40.0 8.0 4.0
207 1 44.0 8.0 4.0
208 1 48.0 8.0 4.0
209 1 0.0 12.0 4.0
210 1 4.0 12.0 4.0
211 1 8.0 12.0 4.0
212 1 12.0 12.0 4.0
213 1 16.0 12.0 4.0
214 1 20.0 12.0 4.0
215 1 24.0 12.0 4.0
216 1 28.0 12.0 4.0
217 1 32.0 12.0 4.0
218 1 36.0 12.0 4.0
219 1 40.0 12.0 4.0
220 1 44.0 12.0 4.0
221 1 48.0 12.0 4.0
222 1 0.0 16.0 4.0
223 1 4.0 16.0 4.0
224 1 8.0 16.0 4.0
225 1 12.0 16.0 4.0
226 1 16.0 16.0 4.0
227 1 20.0 16.0 4.0
228 1 24.0 16.0 4.0
229 1 28.0 16.0 4.0
230 1 32.0 16.0 4.0
231 1 36.0 16.0 4.0
232 1 40.0 16.0 4.0
233 1 44.0 16.0 4.0
234 1 48.0 16.0 4.0
235 1 0.0 20.0 4.0
236 1 4.0 20.0 4.0
237 1 8.0 20.0 4.0
238 1 12.0 20.0 4.0
239 1 16.0 20.0 4.0
240 1 20.0 20.0 4.0
241 1 24.0 20.0 4.0
242 1 28.0 20.0 4.0
243 1 32.0 20.0 4.0
244 1 36.0 20.0 4.0
245 1 40.0 20.0 4.0
246 1 44.0 20.0 4.0
247 1 48.0 20.0 4.0
248 1 0.0 24.0 4.0
249 1 4.0 24.0 4.0
250 1 8.0 24.0 4.0
251 1 12.0 24.0 4.0
252 1 16.0 24.0 4.0
253 1 20.0 24.0 4.0
254 1 24.0 24.0 4.0
255 1 28.0 24.0 4.0
256 1 32.0 24.0 4.0
257 1 36.0 24.0 4.0
258 1 40.0 24.0 4.0
259 1 44.0 24.0 4.0
260 1 48.0 24.0 4.0
261 1 0.0 28.0 4.0
262 1 4.0 28.0 4.0
263 1 8.0 28.0 4.0
264 1 12.0 28.0 4.0
265 1 16.0 28.0 4.0
266 1 20.0 28.0 4.0
267 1 24.0 28.0 4.0
268 1 28.0 28.0 4.0
269 1 32.0 28.0 4.0
270 1 36.0 28.0 4.0
271 1 40.0 28.0 4.0
272 1 44.0 28.0 4.0
273 1 48.0 28.0 4.0
274 1 0.0 32.0 4.0
275 1 4.0 32.0 4.0
276 1 8.0 32.0 4.0
277 1 12.0 32.0 4.0
278 1 16.0 32.0 4.0
279 1 20.0 32.0 4.0
280 1 24.0 32.0 4.0
281 1 28.0 32.0 4.0
282 1 32.0 32.0 4.0
283 1 36.0 32.0 4.0
284 1 40.0 32.0 4.0
285 1 44.0 32.0 4.0
286 1 48.0 32.0 4.0
287 1 0.0 36.0 4.0
288 1 4.0 36.0 4.0
289 1 8.0 36.0 4.0
290 1 12.0 36.0 4.0
291 1 16.0 36.0 4.0
292 1 20.0 36.0 4.0
293 1 24.0 36.0 4.0
294 1 28.0 36.0 4.0
295 1 32.0 36.0 4.0
296 1 36.0 36.0 4.0
297 1 40.0 36.0 4.0
298 1 44.0 36.0 4.0
299 1 48.0 36.0 4.0
300 1 0.0 40.0 4.0
301 1 4.0 40.0 4.0
302 1 8.0 40.0 4.0
303 1 12.0 40.0 4.0
304 1 16.0 40.0 4.0
305 1 20.0 40.0 4.0
306 1 24.0 40.0 4.0
307 1 28.0 40.0 4.0
308 1 32.0 40.0 4.0
309 1 36.0 40.0 4.0
310 1 40.0 40.0 4.0
311 1 44.0 40.0 4.0
312 1 48.0 40.0 4.0
313 1 0.0 44.0 4.0
314 1 4.0 44.0 4.0
315 1 8.0 44.0 4.0
