LAMMPS data file. CGCMM style. atom_style atomic generated by VMD/TopoTools v1.2 on Fri Sep 16 14:24:47 BST 2016
 3000 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 1 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.005000 45.195001  xlo xhi
 0.004500 45.204501  ylo yhi
 0.008999 45.209000  zlo zhi

# Pair Coeffs
#
# 1  1

 Masses

 1 15.999400 # 1

 Atoms

1 1 14.251000 35.429001 5.853000 # 1
2 1 43.154999 21.808001 7.672000 # 1
3 1 5.711000 4.862000 17.738001 # 1
4 1 10.924000 29.459000 3.450000 # 1
5 1 32.286999 4.731000 0.155000 # 1
6 1 20.849001 34.320000 1.881000 # 1
7 1 43.839001 19.591000 9.389000 # 1
8 1 2.182000 26.594999 10.896000 # 1
9 1 41.380001 4.602000 8.202000 # 1
10 1 27.556000 1.535000 16.851999 # 1
11 1 8.207000 22.788000 14.202000 # 1
12 1 45.058998 28.886000 3.956000 # 1
13 1 28.684999 31.474001 10.902000 # 1
14 1 21.106001 2.551000 7.013000 # 1
15 1 31.233999 4.565000 1.771000 # 1
16 1 12.476000 25.948999 14.798000 # 1
17 1 21.420000 2.957000 2.074000 # 1
18 1 38.773998 3.124000 7.486000 # 1
19 1 23.565001 28.240000 17.313999 # 1
20 1 5.156000 3.882000 17.256001 # 1
21 1 29.368999 34.966999 7.110000 # 1
22 1 17.077000 11.312000 17.551001 # 1
23 1 38.276001 18.907000 12.596000 # 1
24 1 26.356001 31.639999 4.354000 # 1
25 1 3.975000 32.472000 14.004000 # 1
26 1 35.299000 5.693000 7.176000 # 1
27 1 26.077999 12.937000 9.981000 # 1
28 1 39.570999 37.665001 3.382000 # 1
29 1 35.484001 6.525000 15.576000 # 1
30 1 5.768000 32.768002 13.769000 # 1
31 1 17.761000 13.122000 6.258000 # 1
32 1 2.200000 12.753000 11.405000 # 1
33 1 43.303001 23.176001 10.700000 # 1
34 1 18.500999 22.695999 15.188000 # 1
35 1 23.157000 7.134000 2.117000 # 1
36 1 39.624001 1.498000 17.589001 # 1
37 1 8.965000 34.080002 15.373000 # 1
